name,type,tag,lat,lng
Appalachian Physicial Therapy,medical,physiotherapist,38.6060572,-78.7987255
Leesburg/Sterling Family Practice,medical,doctors,39.2752369,-77.6395699
Belmont Plastic Surgery,medical,doctors,38.964913,-77.0881821
DaVita Harbor Park Dialysis,medical,clinic,39.2511693,-76.6171685
Embassy Row Orthodontics,medical,dentist,38.9124251,-77.0482471
RB Dental,medical,dentist,39.1747668,-76.8582898
Vanguard Dental Solutions,medical,dentist,38.8133662,-77.1119791
Foxchase Dental Group,medical,dentist,38.8132248,-77.1118138
MyEyeDr.,medical,optician,38.8130906,-77.111409
Project Chesapeake,medical,counselling,38.533459,-76.5842453
Metta Integrative Wellness Center,medical,clinic,39.331384,-76.628949
Loyola Clinical Center,medical,clinic,39.3639796,-76.609551
Bayside Pediatrics,medical,doctors,38.9834373,-76.5353338
MedStar Health Urgent Care,medical,clinic,39.3723457,-76.6087398
House of Balance Integrative Health and PT,medical,yes,38.0226979,-78.4692399
Hustead Dental Associates,medical,dentist,38.9800385,-76.5458117
"Audiology Associates, Inc.",medical,audiologist,38.9786436,-76.5424268
Annapolis Family Dentistry,medical,dentist,38.9495315,-76.4900284
One Physical Therapy,medical,physiotherapist,38.9494142,-76.4900224
Pediatric Cardiology of Maryland ,medical,clinic,38.9834952,-76.5353106
Evolve Direct Primary Care & Urgent Care,medical,clinic,38.9679514,-76.5200887
About Smiles Dentistry,medical,dentist,38.9682225,-76.5204226
Acorn Health,medical,yes,38.9802238,-76.5266885
Blue Ridge Footcare,medical,doctor,38.1688617,-79.0123527
Piney Orchard Dental,medical,dentist,39.0661157,-76.7182866
Aquafit Physical Therapy,medical,physiotherapist,39.0663132,-76.717909
Victory Orthodontics,medical,dentist,39.0657994,-76.7188807
Fresenius Medical Care,medical,clinic,39.0791651,-76.6869288
Strong Smiles Dental Care,medical,dentist,39.079822,-76.6886223
Anne Arundel Medical Group Physical Therapy,medical,physiotherapist,39.0210178,-76.6931736
Neibauer Dental Care,medical,dentist,39.0210486,-76.6966091
LensCrafters,medical,optician,38.9818429,-77.0982503
Spectrum Dental,medical,dentist,39.3290948,-76.6138373
"Urologist Associates, Ltd.",medical,doctors,38.0323726,-78.454603
"Anderson Materials Evaluation, Inc.",medical,laboratory,39.2300353,-76.8181113
Hear in the Burg Audiology & Hearing Aids,medical,audiologist,38.3042831,-77.4799786
Alliance Physical Therapy & Hand Rehab,medical,physiotherapist,38.4742174,-77.4189468
Unnamed sample_collection,medical,sample_collection,39.2799217,-76.860691
Waterfront Dental,medical,dentist,39.2804615,-76.6100693
Delaware Maryland Dental,medical,dentist,39.6525023,-75.7917011
Stromwasser Optometry,medical,optometrist,39.6682946,-75.7765406
Advanced Nursing + Home Support,medical,yes,39.1135997,-77.1584651
PM Pediatrics,medical,clinic,39.0976169,-76.8509391
DaVita Dialysis,medical,clinic,39.089148,-76.8609098
WVU Urgent Care: Charles Town,medical,clinic,39.3018656,-77.8178139
The Joint Chiropractic,medical,alternative,39.094078,-76.8567975
MyEyeDr.,medical,optician,39.0925281,-76.8568689
Asha Vali MD,medical,doctors,39.1981769,-76.9447841
The Bioinnovation Center,medical,laboratory,39.2887621,-76.6294107
VHC Health,medical,doctors,38.859432,-77.1021737
Affordable Dentures,medical,dentist,39.1702772,-76.7858063
MyEyeDr.,medical,optician,39.1946523,-76.8180804
Herndon Family Medicine,medical,doctors,38.9669526,-77.3743537
Steiner Vision,medical,optometrist,38.86568,-77.1515284
Dental Bright,medical,dentist,38.8943947,-77.4471254
Mint Dental Care,medical,dentist,39.194216,-76.749871
MyEyeDr.,medical,optician,38.8848144,-76.9972246
MyEyeDr.,medical,optician,38.8869057,-77.0023305
The Joint Chiropractic,medical,alternative,38.8836382,-76.995268
MedStar Health Urgent Care,medical,clinic,38.8864187,-76.9959683
Schlobohm Dental: Cord H. Schlobohm D.M.D.,medical,dentist,38.9903237,-77.0968493
GBMC Health Partners,medical,clinic,39.4557266,-76.629417
Embrey Mill Primary & Urgent Care,medical,clinic,38.4265967,-77.4328196
Children's Dentistry of Arlington,medical,dentist,38.8638616,-77.0827948
Lorton Valley Dental,medical,dentist,38.7142944,-77.2622866
AllCare,medical,clinic,38.8914086,-77.0826697
Bright Time Dental,medical,dentist,38.7185806,-76.6585667
Johns Hopkins Community Physicians - Howard County,medical,doctors,39.1981705,-76.8542757
Chesapeake Cosmetic & Family Dentistry,medical,dentist,38.9775769,-76.5601206
Paradise Smiles,medical,dentist,38.9010176,-77.4514785
City Acupuncture Circle,medical,alternative,38.9120469,-77.0443988
Pivot Physical Therapy,medical,physiotherapist,38.8795555,-77.1775901
Xpress Urgent Care,medical,clinic,38.8605483,-77.0560898
The Medical House,medical,medical_supply,38.8799096,-77.1761576
Dental One Associates,medical,dentist,38.9885592,-76.5560071
Affordable Optics,medical,optometrist,39.2993685,-76.6198881
Annapolis Hand Center,medical,doctors,38.9867229,-76.5517778
Unnamed doctors,medical,doctors,39.012542,-77.4576205
Kind Dental,medical,dentist,38.8865557,-77.4409954
Roland Park Orthodontist,medical,dentist,39.3808134,-76.6571002
Acorn Health,medical,clinic,39.3802539,-76.6570448
Advanced Radiology,medical,clinic,39.4398554,-76.6272303
Weiss Dentistry,medical,dentist,39.4599579,-76.6352089
Medics USA Primary & Urgent Care,medical,clinic,38.9251962,-77.0324967
King Street Dental Care,medical,dentist,38.8413098,-77.1079377
Professional Vision,medical,optometrist,39.3954802,-76.521728
Nova Patient Care,medical,clinic,38.8440257,-77.0511864
Vital Care Pharmacy and Health Rite Medical Supply,medical,medical_supply,39.3740596,-76.7227433
Press Pediatrics Urgent Care,medical,clinic,39.3768821,-76.7248528
LabCorp,medical,laboratory,39.3600675,-76.7070869
Skyline Dental Care,medical,dentist,38.9082144,-78.1833458
The Smile Design Center of Dr. Yehuda Lehrfield,medical,dentist,39.4181749,-76.6668362
AllCare,medical,clinic,39.2807718,-76.5800664
ATI Physical Therapy,medical,physiotherapist,38.9368088,-76.7207813
Edward Costlow MD,medical,doctors,39.4420925,-76.6256636
Timonium Surgery Center,medical,doctors,39.4329133,-76.6328533
LifeBridge Health,medical,doctors,39.4326824,-76.6312916
Outpatient Mental Health Center,medical,clinic,39.4322232,-76.628902
ATI Physical Therapy,medical,physiotherapist,39.4294993,-76.6219226
Timonium Dental,medical,dentist,39.4389679,-76.6328054
The Centers for Advanced Orthopedics,medical,physiotherapist,38.3091175,-76.5357191
Johns Hopkins Homecare Group,medical,medical_supply,39.2699578,-76.5451451
University Physicians JABA,medical,doctors,38.0743863,-78.4765976
Dental Dreams,medical,dentist,39.3181574,-76.5757602
LabCorp,medical,laboratory,39.6855603,-75.6799504
Comfort Medical Supply,medical,medical_supply,38.2878307,-77.4397619
Junior Smiles,medical,dentist,38.4701964,-77.4641966
Optimum Care,medical,clinic,38.4694236,-77.4587893
Stafford Ideal Weight Clinic,medical,counselling,38.4694354,-77.4586443
Plastic Surgery Services: Dr. Henry F. Garazo,medical,clinic,39.6335784,-77.695622
Scott Wagner Integrated Medicine,medical,alternative,38.0625459,-78.4876027
Octa Pharma Plasma,medical,blood_donation,38.0640352,-78.4881749
Redesigning Minds,medical,social_facility,39.3217474,-76.6087531
Prime Dental Care,medical,dentist,38.6785719,-77.3598153
Northern Virginia Family Medicine,medical,doctors,38.6787796,-77.3600353
ATI Physical Therapy,medical,physiotherapist,38.8972678,-77.1381176
Wonder Works,medical,psychotherapist,39.2761224,-76.61445
DaVita Dialysis,medical,clinic,39.4328548,-76.6237608
Innovision Eyecare,medical,optician,39.2697003,-76.5997442
The Movement Team,medical,physiotherapist,39.2786182,-76.6143345
Unnamed clinic,medical,clinic,39.2698645,-76.5996434
Horizon Family Dental Care,medical,dentist,39.2687166,-76.6000892
NovaCare Rehabilitation,medical,physiotherapist,39.2686308,-76.5997025
Locust Point Foot and Ankle,medical,doctors,39.2683714,-76.5915675
"Dr. Richard M. Lamb, Dentist",medical,dentist,39.2685953,-76.5922142
Your Smile Bel Air Family Dentistry,medical,dentist,39.5111503,-76.3744538
Wellness Revolution,medical,doctors,38.4734816,-77.9962081
Central Virginia Endodontics,medical,dentist,38.0714276,-78.4994391
Tae Pyung Acupuncture,medical,alternative,38.0525035,-78.4613754
Wow Chiropractic Acupuncture,medical,alternative,39.1755665,-76.7411779
Montgomery Dental,medical,dentist,39.171053,-77.2072181
Fairfax Health Center,medical,clinic,38.862053,-77.3764952
Sheppard Pratt - Baltimore - Washington Campus,medical,hospital,39.192561,-76.7672748
Encompass Health Rehab Hospital Of Salisbury,medical,hospital,38.3692413,-75.548624
A H C Behavioral Health And Wellness Services - Es,medical,hospital,38.5494536,-76.0579912
Luminis Health J Kent Mcnew Family Medical Center,medical,hospital,38.9783273,-76.55768
Thomas B Finan Center,medical,hospital,39.6558735,-78.7360625
436th Medical Group,medical,clinic,39.122095,-75.4754583
Encompass Health Rehabilitation Hospital Of Middletown,medical,hospital,39.4534342,-75.6775223
Sun Behavioral Delaware,medical,hospital,38.699082,-75.408034
Meadowwood Behavioral Health System,medical,hospital,39.6397281,-75.6293435
Pam Rehab Hospital Of Dover,medical,hospital,39.1770844,-75.5554925
Ballston Dental Arts,medical,dentist,38.8811353,-77.1127776
MyEyeDr.,medical,optician,38.9822257,-77.0969837
Prime IV,medical,alternative,38.9822193,-77.0971747
Night Watch Urgent Care,medical,clinic,38.7848582,-77.5180983
American Red Cross,medical,blood_donation,39.4537418,-76.6315992
NuVasive Clinical Services,medical,clinic,39.2141981,-76.8556569
"Hess Plastic Surgery: Christopher L Hess, MD",medical,doctors,38.8605738,-77.334004
Fairfax Chiropractic,medical,alternative,38.8478881,-77.3036952
Unnamed dentist,medical,dentist,38.8479289,-77.3039182
"Nancy A. Mondero, DO",medical,alternative,38.7772576,-75.1373354
Lotus Chiropratic,medical,alternative,38.7771865,-75.1372066
Little Smiles Pediatric Dentistry,medical,dentist,38.9849773,-77.5361886
Northern Virginia Orthodonics,medical,dentist,38.9848389,-77.5369696
Fairfax Pediatrics,medical,doctors,38.9849912,-77.5362347
Jackson Clinics Physical Therapy,medical,doctors,38.9829228,-77.5368771
Commonhead Chiropractic,medical,doctors,38.983468,-77.5373988
Broadlands Family Practice,medical,doctors,38.9837839,-77.5372942
ATI Physical Therapy,medical,physiotherapist,39.2772819,-76.838241
Costa Dentistry,medical,dentist,38.9855277,-77.5358757
Galaria Plastic Surgery & Dermatology,medical,doctors,38.9855497,-77.5366297
InSight Eye Optique,medical,optometrist,38.9856772,-77.5367111
Bloō Dental,medical,dentist,38.9851586,-77.5368618
Inova General Internal Medicine Group - Ballston,medical,clinic,38.8826523,-77.1065227
Maryville Addiction Treatment Center,medical,rehabilitation,39.6354746,-75.0351039
Seabrook House,medical,rehabilitation,39.5245216,-75.2184763
Bobbio Family Dental,medical,dentist,38.9614502,-77.5184907
Pivot Physical Therapy,medical,physiotherapist,38.8581965,-77.0507234
Physical Therapy Works,medical,physiotherapist,39.0149316,-77.0558372
Smith & Co Dental Practitioners,medical,dentist,39.5759448,-76.3443106
DaVita Dialysis,medical,clinic,38.8335609,-77.1892773
Nova Urgent Care,medical,clinic,38.8623672,-77.0633384
Pregnancy Center North,medical,clinic,39.3779802,-76.6083499
Paragon Treatment Center,medical,alternative,39.3778879,-76.6083738
Joseph Willard Health Center,medical,clinic,38.85056,-77.2995389
University of Virginia Northridge Medical Office Building,medical,clinic,38.0512887,-78.5483894
University of Virginia Northridge Medical Office Building,medical,clinic,38.0515074,-78.5497054
McLean Immediate Care,medical,doctors,38.9379231,-77.1762786
Aura Chiropractic,medical,alternative,38.8867256,-77.0977689
Ridgefield Village Dental Care,medical,dentist,38.6779156,-77.3628223
Bay Community Health,medical,clinic,38.8108729,-76.7012057
Worman's Mill Dental Group,medical,dentist,39.4551809,-77.3866247
Humagen Fertility Diagnostics,medical,clinic,38.0190687,-78.4155821
Alvorada Dentist,medical,dentist,38.767061,-77.6044881
Lumen Eye Center,medical,optometrist,38.7671941,-77.6046422
Linton Hall Pediatrics,medical,doctors,38.7668838,-77.6043847
OmFloat,medical,alternative,39.0095922,-77.4933092
My Rejuvenation Clinic,medical,yes,38.9297404,-77.2468091
Springfield Modern Dentistry,medical,dentist,38.7799651,-77.2350671
Belfield Physical Therapy,medical,physiotherapist,37.9620894,-76.7803489
Ideal Image,medical,clinic,38.8606951,-77.3035133
TPG Pediatrics,medical,doctors,38.8606154,-77.3021545
Horne Chiropractic Center,medical,alternative,39.1239787,-76.5235077
Pivot Physical Therapy,medical,physiotherapist,39.1240365,-76.524504
PACS Urgent Care,medical,clinic,38.8413394,-77.107843
Urbana Dental Spa,medical,dentist,39.328702,-77.3529216
Ancient Healing Center,medical,alternative,39.3297612,-77.3550746
The Medical Spa at Charlottesville Dermatology,medical,doctors,38.0198558,-78.4398642
Jefferson OBGYN,medical,doctors,38.0199023,-78.4400667
Charlottesville Dermatology,medical,doctors,38.0199424,-78.4402451
Charlottesville Eye Associates,medical,doctors,38.0308364,-78.4547907
Magical Smiles,medical,dentist,39.6023572,-75.8294613
Robert W. Bowan DDS,medical,dentist,39.2685062,-76.8002276
Chesapeake Dental Arts,medical,dentist,39.0282568,-76.5023715
"Elizabeth B. Close, LCSW",medical,doctor,39.3951303,-76.5006567
O'Donnell Vein & Laser,medical,yes,38.9857827,-76.5578719
Neo Smiles Dental,medical,dentist,38.958062,-77.4162621
Impact Dental Care,medical,dentist,38.6241928,-77.2903867
Body Works Physical Therapy,medical,physiotherapist,38.6239106,-77.290583
Phoenix Physical Therapy,medical,physiotherapist,39.4065785,-76.7927921
Advanced Orthopaedic Specialists,medical,doctors,38.5363406,-76.5810084
Washington Periodontics: Dr. Christine Karapetian,medical,dentist,38.8102535,-77.2568414
American Radiology Services,medical,doctors,38.5615046,-76.5977026
Crozet Dentist,medical,dentist,38.0519049,-78.6808276
UVA Family Medicine and Specialty Care,medical,physiotherapist,38.0519344,-78.6816232
North Bay Family Dental,medical,dentist,39.6416474,-75.9605056
"Michael K. Spodak, M.D., P.A.",medical,doctors,39.4008949,-76.6044273
Leading By Example,medical,psychotherapist,39.3737679,-76.4565848
Aspire Wellness,medical,psychotherapist,39.3730833,-76.4572038
NEB Doctors of Maryland,medical,medical_supply,39.3731855,-76.457538
Pediatric Place,medical,doctors,39.1267299,-76.5354759
Turning Stone Counselling,medical,counselling,39.1267085,-76.5353616
Transformations Center for Weight Loss,medical,clinic,39.4358972,-76.3072695
Harmony Health Services,medical,clinic,39.4359158,-76.3071735
David Ross Orthodontics,medical,dentist,39.4209462,-76.6697786
Unnamed alternative,medical,alternative,38.8862573,-75.8319605
Calvert Family Medicine,medical,clinic,38.5514039,-76.5905616
MedStar Health,medical,clinic,38.5514189,-76.5905456
UVA Health Internal Medicine & Primary Care,medical,clinic,38.7590937,-77.5254935
Rankin Physical Therapy,medical,physiotherapist,39.6017534,-77.7331136
Unnamed doctors,medical,doctors,39.4561386,-76.6352742
Karis Dental,medical,dentist,38.8384837,-77.3121157
Symphony Orthodontics,medical,dentist,38.729834,-77.547787
Better Life Family Dentistry,medical,dentist,38.7297463,-77.5478755
Kaiser Permanente Camp Springs,medical,clinic,38.8067376,-76.9084592
Family Practice Medical Clinic,medical,clinic,38.6755412,-77.2651953
Dental Center at Lake Ridge,medical,dentist,38.6758683,-77.2650796
Momentum Rehab,medical,rehabilitation,38.6766046,-77.2646029
Maxim Healthcare Services,medical,yes,38.6765204,-77.2642192
Prince William Medical Clinic,medical,clinic,38.6757821,-77.2641715
"Milgrim & Associates, P.C.",medical,counselling,38.6755587,-77.2642489
Dentist Vineland - South Jersey Pediatric Dental,medical,dentist,39.4485605,-75.0141916
Avawell Mental Health,medical,doctors,39.4350299,-76.3280893
Peter Anthony Holt,medical,doctors,39.4736927,-76.2647059
Unnamed rehabilitation,medical,rehabilitation,39.3545406,-76.7037976
Unnamed dentist,medical,dentist,39.3539692,-76.7043751
Poulin Chiropractic,medical,alternative,38.9506352,-77.4100425
Tooth Doc Family Dentistry,medical,dentist,38.9507599,-77.4099199
Malouf Eye Center,medical,optometrist,38.8297431,-76.9100028
Franklin Dental,medical,dentist,38.9081028,-77.4059479
Agape Physical Therapy & Sports Rehabilitation,medical,physiotherapist,39.6742646,-76.0725908
Unnamed rehabilitation,medical,rehabilitation,39.6950145,-75.7652471
Unnamed clinic,medical,clinic,38.815641,-76.5402632
Palmercare Chiropractic,medical,alternative,38.6617867,-77.2986639
Dulles Dental Group,medical,dentist,38.8673516,-77.4470708
Capitol Medical Supply,medical,medical_supply,38.9117698,-77.022096
Physical Therapy First,medical,physiotherapist,39.4980092,-76.6582352
Forward,medical,doctors,38.9006863,-77.0237621
Momentous Sports Medicine,medical,physiotherapist,38.9064449,-77.0245991
Mainspring Recovery,medical,psychotherapist,38.5734797,-77.3171552
Patient First,medical,clinic,38.8299013,-77.1896623
MJH Internal Medicine,medical,doctor,37.936785,-78.3357803
Unnamed alternative,medical,alternative,38.0349481,-78.4862563
MyEyeDr.,medical,doctors,38.901377,-77.0217364
Sentara,medical,clinic,38.5846565,-77.3332449
South Riding Cosmetic & Family Dentistry,medical,dentist,38.9143571,-77.513547
MedExpress Urgent Care,medical,clinic,38.2986781,-76.5083358
Luminis Health Primary Care Largo,medical,doctors,38.9100149,-76.8388165
Restore Wellness,medical,alternative,38.8650361,-77.0627805
Visionworks,medical,optometrist,38.8629426,-77.0613082
Pivot,medical,physiotherapist,38.8984536,-77.026388
Dynamic DXs,medical,laboratory,38.1467149,-79.0740463
Ruxton SurgiCenter,medical,doctors,39.4143749,-76.6323545
One Medical,medical,clinic,38.957988,-77.3579402
Smile Center,medical,dentist,38.9273337,-77.0326966
Nova Dental Anesthesia,medical,dentist,38.8099898,-77.2580035
Shifrin Family Chiropractic,medical,alternative,39.2787019,-76.5778801
Woodbridge Comfort Dental CareWoodbridge Comfort Dental Care,medical,dentist,38.6331293,-77.2830762
Stang Family Orthodontics,medical,dentist,38.9481981,-77.3306132
Oasis Dental,medical,dentist,39.5254046,-76.3472122
La Clínica Del Pueblo,medical,clinic,38.930423,-77.0382455
AEHS Urgent Care,medical,clinic,38.832376,-77.2016041
Gum Spring Dental Care,medical,dentist,38.907389,-77.54375
Gabriel Pediatrics,medical,doctors,38.7623114,-77.1438256
Ever/Body Georgetown,medical,doctors,38.9063266,-77.0629975
Peepers,medical,optometrist,38.9785751,-76.7331356
Azman Eye Care,medical,optometrist,39.4475633,-76.6286061
EZMed,medical,clinic,39.4476848,-76.6286812
Valley Dental Center,medical,dentist,38.7384344,-77.0911786
Inspira Health Primary Care,medical,doctors,39.664618,-75.5102994
Cross Keys Physical Therapy,medical,physiotherapist,39.6646585,-75.5102515
Quest Diagnostics,medical,laboratory,39.6646922,-75.5102052
Optum Urgent Care,medical,clinic,39.6690447,-75.5074109
Select Physical Therapy,medical,physiotherapist,39.2739901,-77.6402187
The Apothecarium Dispensary of Salisbury,medical,alternative,38.3684138,-75.5769865
Mandad Medical Supply,medical,medical_supply,38.635865,-77.2687125
Catonsville Phyiscal Therapy,medical,physiotherapist,39.2818478,-76.7568008
Inova Cardiology - Ballston,medical,hospital,38.8826562,-77.106443
Inova Neurosurgery - Ballston,medical,hospital,38.8826594,-77.1063581
Inova General Surgery - Arlington,medical,hospital,38.8826599,-77.1062848
Allergy Partners of Metro DC,medical,doctors,38.882779,-77.1062941
Northern Virginia Endodontic Associates,medical,dentist,38.8828964,-77.1063194
Quest Diagnostics,medical,laboratory,38.8828916,-77.1064614
Airrosti Ballston Muscle & Joint Pain Clinic,medical,physiotherapist,38.8828947,-77.1063808
Fairfax Radiology Center of Ballston,medical,doctors,38.8827701,-77.1065277
Forefront Dermatology,medical,doctors,38.8828894,-77.1065423
Unnamed clinic,medical,clinic,37.9268837,-79.2287777
Unnamed doctors,medical,doctors,37.9274389,-79.2294089
Unnamed doctors,medical,doctors,37.9278408,-79.2302178
Valley Health,medical,clinic,39.7133499,-78.1772096
Unnamed psychotherapist,medical,psychotherapist,39.6579189,-76.8828038
Unnamed dentist,medical,dentist,39.6507079,-76.8793409
"Jim J. Soltan, DDS",medical,dentist,38.8367533,-77.4341546
Drayer Physical Therapy,medical,physiotherapist,39.5244833,-76.358961
Innovative Physical Therapy,medical,physiotherapist,39.5069926,-76.1654552
Mend,medical,alternative,39.2767402,-76.5649521
Dr. Robert S. Linsey,medical,alternative,39.4765392,-76.3084195
Capital Caring Health Adler Center for Caring on the Van Metre Campus,medical,hospice,38.9378637,-77.552415
Rice Dentistry of Nellysford,medical,dentist,37.8910167,-78.8730318
Dennis O'Leary,medical,dentist,38.9354998,-77.1117409
Aloe Wellness,medical,doctors,38.9355605,-77.1117844
Koman Orthopedics & Sports Medicine,medical,doctors,39.473207,-76.834389
Unnamed clinic,medical,clinic,39.4733908,-76.8342376
Charter Radiology,medical,doctors,39.4733421,-76.8342766
MedStar Health Physical Therapy,medical,physiotherapist,39.5263658,-76.3617886
Livewell Dental,medical,dentist,38.7276197,-77.258418
HealthHub,medical,laboratory,38.7276772,-77.2570149
Fairfax Station Chiropractic,medical,alternative,38.7271541,-77.2573579
Select Physical Therapy,medical,physiotherapist,38.7271534,-77.2574408
Ashburn Dental Care,medical,dentist,39.0184862,-77.5188476
Dr. Bath Orthodontics,medical,dentist,38.9983414,-77.2880037
Sweet Tooth,medical,dentist,38.821617,-77.0469672
Dentists of Dumfries,medical,dentist,38.5851048,-77.3328926
Unnamed blood_donation,medical,blood_donation,39.3846037,-76.578948
Pender Dental Care,medical,dentist,38.925669,-77.5218167
JAG-ONE Phyiscal Therapy,medical,rehabilitation,39.6659298,-75.5077956
Crystal Eyes,medical,optometrist,39.1211078,-77.2365751
American Institute-Diseases,medical,doctors,38.1502824,-78.4755423
Amore Care,medical,clinic,38.5332296,-77.8072551
For Eyes,medical,optometrist,39.1535991,-77.1987019
Affordable Dentures & Implants,medical,dentist,39.1541063,-77.1993906
America's Best Contacts & Eyeglasses,medical,optometrist,39.1541845,-77.199265
ATI Physical Therapy,medical,physiotherapist,39.1542394,-77.1991782
Unnamed dentist,medical,dentist,39.1555975,-77.1990279
Capital Oral & Facial Surgery Center,medical,dentist,38.9050974,-77.0429506
MyEyeDr.,medical,optician,39.4934369,-76.3253594
Potomac Pediatrics,medical,doctors,39.1071872,-77.1972375
Fresenius Kidney Care,medical,clinic,39.6861194,-75.7442677
Wellness 8,medical,psychotherapist,39.1848079,-78.1652465
North Potomac Smiles,medical,dentist,39.1048204,-77.1912442
Lifebridge,medical,physiotherapist,39.3350164,-76.4478683
Concentra,medical,clinic,39.3355067,-76.48258
Hollier Eyecare,medical,optometrist,39.1142064,-77.2175957
Pivot Physical Therapy,medical,physiotherapist,39.1141761,-77.2174206
Gaithersburg Modern Dentistry,medical,dentist,39.1139203,-77.2170016
Muddy Branch Dental Group,medical,dentist,39.113845,-77.2168815
Select Physical Therapy,medical,physiotherapist,38.3276742,-77.7290466
Argos Optical,medical,doctors,39.118102,-77.1838096
Mission Autism Clinics,medical,clinic,39.1163798,-77.1893074
East West Wellness Center,medical,alternative,39.1169869,-77.1900484
American Red Cross,medical,blood_donation,39.1185219,-77.1924448
Hair Free Electrolysis,medical,doctors,38.4742398,-77.9965453
The Natural Spine,medical,doctors,38.4733503,-77.9969994
"Dr. Shu-Hsia Wang, DMD",medical,dentist,39.1193629,-77.1848045
Metro Gerontology Center LLC,medical,doctors,39.1193431,-77.1845036
"Dr. Qiufang Cheng, MD",medical,doctors,39.1196083,-77.1843551
Weight Loss & Vitality,medical,doctors,39.1195851,-77.1835803
Smile Loft Shady Grove,medical,dentist,39.1196026,-77.1836212
Endodontic Associates of Greater Washington,medical,dentist,39.1192193,-77.1830992
On Point Physical Therapy,medical,physiotherapist,39.1193474,-77.1833124
Sun Dental Associates,medical,dentist,39.1191872,-77.1829211
"Alice Lau, DMD",medical,dentist,39.1188506,-77.1832109
Healthspring Pediatrics,medical,doctors,39.118731,-77.1832947
Simply Beautiful Smiles,medical,dentist,39.1189598,-77.1830887
Shady Grove Physical Therapy & Rehab Center,medical,physiotherapist,39.1187758,-77.1832171
Soolari Dentistry,medical,dentist,39.119017,-77.18397
"Dr. Jun Y. Lee, DDS, PC",medical,dentist,39.1188964,-77.1840555
Spine Sports Medicine & Pain Management,medical,physiotherapist,39.1188526,-77.1841401
Fox Family Dentistry,medical,dentist,38.8092138,-77.2575408
Dr. E.Edward Tannenbaum,medical,dentist,38.8026566,-77.0488128
U Shine Dental - Old Town,medical,dentist,38.8026769,-77.0488128
Cornerstone Chiropractic,medical,alternative,38.8027665,-77.0487593
Dentist,medical,dentist,38.8065243,-77.048512
Novicare Orthodontics,medical,dentist,38.8109717,-77.0466905
Alexandria Dental Center,medical,dentist,38.8109559,-77.0466062
Peak Chiropractic,medical,alternative,38.8109436,-77.0465623
Moda Optic,medical,doctors,39.0585711,-77.1232301
Pediatric Urgent Care,medical,clinic,39.0566659,-77.1204449
New Hampshire,medical,medical_supply,38.9511964,-77.0125608
Seasons Counseling,medical,counselling,38.4711902,-77.9949968
UVA Health Outpatient Imaging Culpeper,medical,laboratory,38.4703471,-77.996891
Culpeper Dentist Group,medical,dentist,38.4707986,-77.9968621
Blue Ridge Physical Thrapy,medical,physiotherapist,38.4697592,-77.9976034
Riverside Dental Family & Cosmetic Dentistry,medical,dentist,39.076885,-77.4818715
Bowie Dental Wellness,medical,dentist,38.9030083,-76.7405481
Hearing Solutions Audiology Center,medical,audiologist,39.2150484,-76.9333113
Unnamed dentist,medical,dentist,39.4468158,-78.9724936
DaVita Dialysis,medical,clinic,39.4141291,-79.0008284
Braddock Family Dental,medical,dentist,38.8248869,-77.3125147
First Smile,medical,dentist,38.7204229,-77.1235255
Patriot Urgent Care,medical,clinic,38.5548262,-76.5968892
"Germantown Pediatric Dental Center, LLC",medical,dentist,39.1815909,-77.2655736
NuClear Smiles,medical,dentist,39.215648,-76.8650878
AllCare,medical,clinic,38.9299146,-77.2436508
Centro Dental Las Americas,medical,dentist,38.9833582,-76.9802085
Starlight Smiles Pediatric Dentistry,medical,dentist,38.7389682,-77.5357671
Chantilly Modern Dentistry,medical,dentist,38.877223,-77.4419771
"Austin-Weston, The Center for Cosmetic Surgery",medical,doctors,38.9474792,-77.3307318
One Medical,medical,clinic,38.8950494,-77.07628
Culpeper Medical Center,medical,clinic,38.4804352,-77.9864667
Lifestyle Physicians,medical,physiotherapist,38.4803797,-77.9808236
Culpeper Treatment Services,medical,yes,38.4803831,-77.9805895
Passport Health Glen Burnie Travel Clinic,medical,clinic,39.1714515,-76.6205631
Family & Cosmetic Dentistry,medical,dentist,39.1314351,-77.1670863
The Hair Clinic Rx,medical,yes,38.3653383,-75.6029378
Smile Beautiful,medical,dentist,38.8775396,-77.0179298
Unnamed dentist,medical,dentist,39.1350234,-76.5861857
Passport Health White Marsh Travel Clinic,medical,clinic,39.3722001,-76.472459
United Physical Therapy,medical,physiotherapist,39.1384223,-76.5986947
Foot Center of Maryland,medical,podiatrist,39.1383703,-76.5986437
Mercy Personal Physicians at Glen Burnie,medical,clinic,39.1385721,-76.5988342
Home4Hope,medical,psychotherapist,38.3653583,-75.602743
Tidewater Dental,medical,dentist,39.1415149,-76.633267
Southgate Dental Care,medical,dentist,39.1411983,-76.6316057
MVS Wound Care & Hyperbarics,medical,doctors,39.1411068,-76.6316285
Maryland Vasuclar Specialists,medical,doctors,39.1409799,-76.6316661
Valley Patient Care - Urgent Care Center,medical,doctors,38.7387104,-77.4744281
Glen Burnie Chiropractic & Physical Therapy,medical,alternative,39.1412216,-76.6304462
"Alan Weiss, M.D.",medical,doctors,39.1665615,-76.6241596
Precison Laser Joint & Spine Pain Center,medical,doctors,39.1666259,-76.6241314
Fresenius Kidney Care,medical,clinic,39.6661108,-75.6686664
